,tweet,brand,sentiment,lemmatization,polarity
2591,white ipad2 64gig wifi available austin sxsw apple popup store right wait,Apple,Negative emotion,white ipad2 64gig wifi available austin sxsw apple popup store right wait,0.22857142857142856
2592,temp store sxsw apple store sxsw,Apple,Positive emotion,temp store sxsw apple store sxsw,0.0
2593,dgtltribe sxsw openbeta6 ipad giveaway fantastic going squeeze,Apple,No emotion toward brand or product,dgtltribe sxsw openbeta6 ipad giveaway fantastic going squeeze,0.4
2594,service sxsw attendees apple opens popup ipad store austin scarbrough building congress avenue,Apple,No emotion toward brand or product,service sxsw attendee apple open popup ipad store austin scarbrough building congress avenue,0.0
2595,loving 80s music aclu google party sxsw,Google,No emotion toward brand or product,loving 80 music aclu google party sxsw,0.6
2596,sure total scene rt spoke austin apple store cautiously optimistic nerd sxsw,Apple,Positive emotion,sure total scene rt spoke austin apple store cautiously optimistic nerd sxsw,0.25
2597,rt setting temp store sxsw 2 sell ipad2 crazybrilliantconvenient sxswi,Apple,I can't tell,rt setting temp store sxsw 2 sell ipad2 crazybrilliantconvenient sxswi,0.0
2598,one minute ago guy spoke outside apples popup austin store would got hands ipad 2 waited since 630am sxsw,Apple,Positive emotion,one minute ago guy spoke outside apple popup austin store would got hand ipad 2 waited since 630am sxsw,0.0
2599,add google alerts project amazing things happensxsw,Google,No emotion toward brand or product,add google alert project amazing thing happensxsw,0.6000000000000001
2600,hbd donated dime rt everyone coming sxsw friendly reminder ipad 2 friday amp birthday saturday,Apple,Positive emotion,hbd donated dime rt everyone coming sxsw friendly reminder ipad 2 friday amp birthday saturday,0.375
2601,looks like apps sxsw iphone blackberry blackberry rt,Apple,Positive emotion,look like apps sxsw iphone blackberry blackberry rt,0.0
2602,even use iphone rt evidence sxsw might well call country united states apple sxswsa,Apple,No emotion toward brand or product,even use iphone rt evidence sxsw might well call country united state apple sxswsa,0.0
2603,test drive xperia play details least android sxsw,Google,No emotion toward brand or product,test drive xperia play detail least android sxsw,-0.3
2604,google analytics dfp experts sxsw would love insight managing dfp campaigns ad managementmeasurement dm hisxsw,Google,Positive emotion,google analytics dfp expert sxsw would love insight managing dfp campaign ad managementmeasurement dm hisxsw,0.5
2605,sxsw free app festival explorer helps find bands want see based music tastes,Others,No emotion toward brand or product,sxsw free app festival explorer help find band want see based music taste,0.4
2606,new iphone app called dailygrape replacing winelibrary tv mobile content amp videos help make wine choices sxsw,Apple,Positive emotion,new iphone app called dailygrape replacing winelibrary tv mobile content amp video help make wine choice sxsw,0.13636363636363635
2607,ellen page appearance reduced iphone call hearts broken sxsw super,Apple,Positive emotion,ellen page appearance reduced iphone call heart broken sxsw super,-0.033333333333333354
2608,liking apple popup store sixth street congress avenue sxsw,Apple,No emotion toward brand or product,liking apple popup store sixth street congress avenue sxsw,0.0
2609,wish apple store employees cheering people line pop apple store would cheer timesheets sxsw,Apple,Positive emotion,wish apple store employee cheering people line pop apple store would cheer timesheets sxsw,0.0
2610,omg probably 100 people session already ipad 2 sxsw,Apple,No emotion toward brand or product,omg probably 100 people session already ipad 2 sxsw,0.0
2611,fail whale artist living ipad 2 sxsw,Apple,No emotion toward brand or product,fail whale artist living ipad 2 sxsw,-0.5
2612,wont sxsw wont line buy ipad 20 tomorrow notwinning,Apple,No emotion toward brand or product,wont sxsw wont line buy ipad 20 tomorrow notwinning,0.0
2613,im unique sxsw im one w iphone 3gs others followers iphone 4 winning,Apple,Positive emotion,im unique sxsw im one w iphone 3gs others follower iphone 4 winning,0.4375
2614,sxsw stop austin details gallery check ipad art art,Apple,I can't tell,sxsw stop austin detail gallery check ipad art art,0.0
2615,sxsw youll need qr code app iphone read vcards get qrafter gt qrcode,Apple,No emotion toward brand or product,sxsw youll need qr code app iphone read vcards get qrafter gt qrcode,0.0
2616,line sxsw longer 311 temp apple store ipad2 314 microsoft booth ie9 yeah right,Apple,Positive emotion,line sxsw longer 311 temp apple store ipad2 314 microsoft booth ie9 yeah right,0.2857142857142857
2617,short line apple pop store austin 5060 people ipad2 sxsw,Apple,I can't tell,short line apple pop store austin 5060 people ipad2 sxsw,0.0
2618,whoa line pop apple store downtown austin ipad midnight madness sxsw,Apple,No emotion toward brand or product,whoa line pop apple store downtown austin ipad midnight madness sxsw,0.0
2619,attending sxsw please bring old mobile phones hope phones project,Others,No emotion toward brand or product,attending sxsw please bring old mobile phone hope phone project,0.1
2620,new iphone autocorrect already tried change quotcoworkersquot quotvisigothsquot going long five days sxsw,Apple,No emotion toward brand or product,new iphone autocorrect already tried change quotcoworkersquot quotvisigothsquot going long five day sxsw,0.043181818181818175
2621,slides available site touchingstories preso sxsw,Apple,Positive emotion,slide available site touchingstories preso sxsw,0.4
2622,im barton creek apple storethe popup store open friday wa new shipment ipad 2 sxsw,Apple,Positive emotion,im barton creek apple storethe popup store open friday wa new shipment ipad 2 sxsw,0.06818181818181818
2623,ah iphone battery fully recharged courtesy charge anywhere find sxsw amp charge fly,Apple,Positive emotion,ah iphone battery fully recharged courtesy charge anywhere find sxsw amp charge fly,0.8
2624,iphone battery made sxsw,Apple,No emotion toward brand or product,iphone battery made sxsw,0.0
2625,two days last 6 months mobile usage google maps higher desktop marissa mayer sxsw,Google,Negative emotion,two day last 6 month mobile usage google map higher desktop marissa mayer sxsw,0.125
2626,whats best ipad app offline viewing sxsw program,Apple,No emotion toward brand or product,whats best ipad app offline viewing sxsw program,1.0
2627,one best photo apps iphone ûó hipstamatic ûó getting apps sxsw hipstamatic,Apple,No emotion toward brand or product,one best photo apps iphone ûó hipstamatic ûó getting apps sxsw hipstamatic,1.0
2628,whats best site registeringviewing unofficial sxsw events want publicize nonsxswi archives event,Others,No emotion toward brand or product,whats best site registeringviewing unofficial sxsw event want publicize nonsxswi archive event,1.0
2629,better living cloud computing sxsw session john wiley google bettercloud,Google,Negative emotion,better living cloud computing sxsw session john wiley google bettercloud,0.5
2630,better living cloud computing sxsw session john wiley google bettercloudlink,Google,No emotion toward brand or product,better living cloud computing sxsw session john wiley google bettercloudlink,0.5
2631,smartphone breakdown sxsw unofficial 985 iphones 1 android blackberry symbian windows,Google,No emotion toward brand or product,smartphone breakdown sxsw unofficial 985 iphones 1 android blackberry symbian window,0.0
2632,smart move apple opening popup store ipad2 launch downtown austin sxsw,Apple,Positive emotion,smart move apple opening popup store ipad2 launch downtown austin sxsw,0.21428571428571427
2633,foursquare ceo sounded openminded big partnership google ie acquisition sxsw wallstreet,Google,No emotion toward brand or product,foursquare ceo sounded openminded big partnership google ie acquisition sxsw wallstreet,0.0
2634,sxsw 500 e cesar chavez st austin texas sxsw,Others,No emotion toward brand or product,sxsw 500 e cesar chavez st austin texas sxsw,0.0
2635,sweet convore iphone app ready sxsw,Apple,No emotion toward brand or product,sweet convore iphone app ready sxsw,0.275
2636,guy couch playing white ipad 2 mashbash parties around making statement dammit sxsw,Apple,No emotion toward brand or product,guy couch playing white ipad 2 mashbash party around making statement dammit sxsw,0.0
2637,yes apple design wins rt new isack soo cool sxsw,Apple,Positive emotion,yes apple design win rt new isack soo cool sxsw,0.4287878787878788
2638,iphone developer meetup packed sxsw,Apple,No emotion toward brand or product,iphone developer meetup packed sxsw,0.0
2639,google social may shortly find rt google launch major new social network called circles sxsw,Google,No emotion toward brand or product,google social may shortly find rt google launch major new social network called circle sxsw,0.0531060606060606
2640,sxsw five faces buried iphone social apps standing baryet great time wouldnt believe hadnt lived,Apple,Positive emotion,sxsw five face buried iphone social apps standing baryet great time wouldnt believe hadnt lived,0.4166666666666667
2641,apple fanboy bought ipad 2 sweeeet sxsw special apple popup store,Apple,Positive emotion,apple fanboy bought ipad 2 sweeeet sxsw special apple popup store,0.35714285714285715
2642,hey apple fans get peek space thats slated popup sxsw apple store tomorrow,Apple,Positive emotion,hey apple fan get peek space thats slated popup sxsw apple store tomorrow,0.0
2643,new circle game rt google tries launch new social network called circles sxsw,Google,No emotion toward brand or product,new circle game rt google try launch new social network called circle sxsw,-0.023484848484848497
2644,google get social texas sxsw google,Google,No emotion toward brand or product,google get social texas sxsw google,0.03333333333333333
2645,google get social texas chrismessina facebook google googlecircles sxsw twitter,Google,No emotion toward brand or product,google get social texas chrismessina facebook google googlecircles sxsw twitter,0.03333333333333333
2646,anyone going sxsw first time free lonely planet austin guide iphone tinyurlcom6gjmypj,Apple,Positive emotion,anyone going sxsw first time free lonely planet austin guide iphone tinyurlcom6gjmypj,0.18333333333333335
2647,going sxsw youll need qr code app iphone read vcards get qrafter gt qrcode,Apple,Positive emotion,going sxsw youll need qr code app iphone read vcards get qrafter gt qrcode,0.0
2648,going foot sxsw dont forget stop newest apple store austin,Apple,Negative emotion,going foot sxsw dont forget stop newest apple store austin,0.0
2649,one google doodle guys wacky powerglove thing want play sxsw,Google,No emotion toward brand or product,one google doodle guy wacky powerglove thing want play sxsw,0.5
2650,looks like google publicly denying quotcirclesquot presented sxsw today,Google,No emotion toward brand or product,look like google publicly denying quotcirclesquot presented sxsw today,0.0
2651,average google maps sees 40 users come mobile devices becoming connected mention sxsw donline dk,Google,No emotion toward brand or product,average google map see 40 user come mobile device becoming connected mention sxsw donline dk,0.15000000000000002
